country,original_title,genre,avg_vote,votes,budget,worlwide_gross_income,year
USA,The Ring Two,Horror,5.4,90187,"$50,000,000.00","$163,995,949.00",2005
Germany,Four Christmases,Comedy,5.7,61716,"$80,000,000.00","$164,112,721.00",2008
USA,The Pink Panther,Adventure,5.7,80280,"$80,000,000.00","$164,115,897.00",2006
USA,The Spiderwick Chronicles,Action,6.5,86673,"$90,000,000.00","$164,170,327.00",2008
USA,Miami Vice,Action,6,108511,"$135,000,000.00","$164,231,296.00",2006
USA,Daddy Day Care,Comedy,5.6,62578,"$60,000,000.00","$164,433,867.00",2003
USA,Speed 2: Cruise Control,Action,3.9,73542,"$160,000,000.00","$164,508,066.00",1997
USA,Deep Blue Sea,Action,5.9,122850,"$60,000,000.00","$164,648,142.00",1999
USA,Bringing Down the House,Comedy,5.6,34433,"$33,000,000.00","$164,729,679.00",2003
USA,Six Days Seven Nights,Action,5.8,71712,"$70,000,000.00","$164,839,294.00",1998
Canada,Saw III,Horror,6.2,175339,"$10,000,000.00","$164,874,275.00",2006
USA,The Huntsman: Winter's War,Action,6.1,95701,"$115,000,000.00","$164,989,338.00",2016
USA,The Muppets,Adventure,7.1,86116,"$45,000,000.00","$165,184,237.00",2011
USA,The Princess Diaries,Comedy,6.3,125180,"$26,000,000.00","$165,335,153.00",2001
Germany,Bridge of Spies,Drama,7.6,281247,"$40,000,000.00","$165,478,348.00",2015
USA,Sleepers,Crime,7.6,183812,"$44,000,000.00","$165,615,285.00",1996
USA,Nutty Professor II: The Klumps,Comedy,4.4,47646,"$84,000,000.00","$166,339,890.00",2000
USA,Up in the Air,Comedy,7.4,314279,"$25,000,000.00","$166,842,739.00",2009
USA,Alexander,Action,5.6,160399,"$155,000,000.00","$167,298,192.00",2004
USA,Magic Mike,Comedy,6.1,129356,"$7,000,000.00","$167,739,368.00",2012
USA,3 Men and a Baby,Comedy,6,46737,"$11,000,000.00","$167,780,960.00",1987
USA,Unstoppable,Action,6.8,181877,"$100,000,000.00","$167,805,466.00",2010
USA,Fantastic Four,Action,4.3,149218,"$120,000,000.00","$167,882,881.00",2015
USA,Insidious: The Last Key,Horror,5.7,50294,"$10,000,000.00","$167,885,588.00",2018
USA,Hellboy II: The Golden Army,Action,7,252599,"$85,000,000.00","$168,319,243.00",2008
USA,Dodgeball: A True Underdog Story,Comedy,6.7,225525,"$20,000,000.00","$168,423,227.00",2004
USA,Twelve Monkeys,Mystery,8,568702,"$29,000,001.00","$168,839,459.00",1995
USA,The Emperor's New Groove,Animation,7.3,175207,"$100,000,000.00","$169,327,687.00",2000
USA,Meet the Robinsons,Animation,6.8,85515,"$150,000,000.00","$169,333,034.00",2007
USA,Seven Pounds,Drama,7.6,282310,"$55,000,000.00","$169,748,929.00",2008
Japan,Mononoke-hime,Animation,8.4,331045,"$2,400,000,000.00","$169,785,629.00",1997
USA,Ghost in the Shell,Action,6.3,191536,"$110,000,000.00","$169,801,921.00",2017
USA,Dumb and Dumber To,Comedy,5.6,126513,"$40,000,000.00","$169,837,010.00",2014
USA,Zookeeper,Comedy,5.2,56076,"$80,000,000.00","$169,852,759.00",2011
USA,Stuart Little 2,Animation,5.5,49301,"$120,000,000.00","$169,956,806.00",2002
USA,Shall We Dance,Comedy,6.1,42875,"$50,000,000.00","$170,128,460.00",2004
USA,Starsky & Hutch,Comedy,6.1,136822,"$60,000,000.00","$170,268,750.00",2004
USA,Olympus Has Fallen,Action,6.5,252764,"$70,000,000.00","$170,270,201.00",2013
USA,The Specialist,Action,5.6,61509,"$45,000,000.00","$170,362,582.00",1994
USA,The Other Guys,Action,6.6,238059,"$100,000,000.00","$170,458,922.00",2010
USA,Superbad,Comedy,7.6,511454,"$20,000,000.00","$170,812,526.00",2007
USA,Contact,Drama,7.4,249088,"$90,000,000.00","$171,120,329.00",1997
USA,Mr. Deeds,Comedy,5.8,133994,"$50,000,000.00","$171,269,535.00",2002
USA,Cocktail,Comedy,5.9,77870,"$20,000,000.00","$171,504,781.00",1988
USA,Spies in Disguise,Animation,6.8,27906,"$100,000,000.00","$171,616,764.00",2019
USA,No Country for Old Men,Crime,8.1,831694,"$25,000,000.00","$171,627,166.00",2007
USA,Blood Diamond,Adventure,8,489786,"$100,000,000.00","$171,720,398.00",2006
USA,Antz,Animation,6.5,144455,"$105,000,000.00","$171,757,863.00",1998
USA,Couples Retreat,Comedy,5.5,100007,"$70,000,000.00","$171,844,840.00",2009
USA,Scream 2,Horror,6.2,153698,"$24,000,000.00","$172,363,301.00",1997
USA,Cloverfield,Action,7,367611,"$25,000,000.00","$172,394,180.00",2008
USA,The Santa Clause 2,Comedy,5.6,48333,"$65,000,000.00","$172,855,065.00",2002
Germany,The Grand Budapest Hotel,Adventure,8.1,687669,"$25,000,000.00","$172,940,046.00",2014
USA,Black Hawk Down,Drama,7.7,358188,"$92,000,000.00","$172,989,651.00",2001
USA,Cold Mountain,Adventure,7.2,138013,"$79,000,000.00","$173,013,509.00",2003
USA,Scream,Horror,7.2,278908,"$14,000,000.00","$173,046,663.00",1996
USA,The Girl on the Train,Crime,6.5,164886,"$45,000,000.00","$173,185,859.00",2016
USA,John Wick: Chapter 2,Action,7.5,352050,"$40,000,000.00","$173,418,558.00",2017
China,Gemini Man,Action,5.7,75445,"$138,000,000.00","$173,469,516.00",2019
USA,Creed,Drama,7.6,241768,"$35,000,000.00","$173,567,581.00",2015
USA,Anchorman 2: The Legend Continues,Comedy,6.3,165737,"$50,000,000.00","$173,649,931.00",2013
China,Mei Gong he xing dong,Action,6.6,3921,"$30,200,000.00","$173,839,072.00",2016
France,Le fabuleux destin d'Amélie Poulain,Comedy,8.3,690480,"$10,000,000.00","$173,924,742.00",2001
USA,In Time,Action,6.7,363670,"$40,000,000.00","$173,930,596.00",2011
Germany,Big Momma's House,Action,5.2,79813,"$30,000,000.00","$173,959,438.00",2000
USA,The Nutcracker and the Four Realms,Adventure,5.5,26839,"$120,000,000.00","$173,961,069.00",2018
USA,Identity Thief,Comedy,5.7,122413,"$35,000,000.00","$173,965,010.00",2013
USA,Evan Almighty,Comedy,5.4,137414,"$175,000,000.00","$174,440,724.00",2007
USA,George of the Jungle,Action,5.5,70236,"$55,000,000.00","$174,463,257.00",1997
USA,The Mule,Crime,7,101090,"$50,000,000.00","$174,804,407.00",2018
USA,Cowboys & Aliens,Action,6,204846,"$163,000,000.00","$174,822,325.00",2011
USA,Sleeping with the Enemy,Drama,6.3,48811,"$19,000,000.00","$174,999,005.00",1991
USA,The Bucket List,Comedy,7.4,226825,"$45,000,000.00","$175,372,502.00",2007
USA,The Italian Job,Action,7,337492,"$60,000,000.00","$176,070,171.00",2003
USA,Dr. Dolittle 2,Comedy,4.7,41189,"$70,000,000.00","$176,104,344.00",2001
Hong Kong,Yip Man 4,Action,7.1,20858,"$52,000,000.00","$176,345,966.00",2019
France,Qu'est-ce qu'on a fait au Bon Dieu?,Comedy,7,38130,"$13,000,000.00","$176,404,493.00",2014
USA,Looper,Action,7.4,526225,"$30,000,000.00","$176,506,819.00",2012
USA,The Hitman's Bodyguard,Action,6.9,181090,"$30,000,000.00","$176,600,207.00",2017
USA,Analyze This,Comedy,6.7,143917,"$80,000,000.00","$176,885,658.00",1999
USA,In the Line of Fire,Action,7.2,90512,"$40,000,000.00","$176,997,168.00",1993
USA,Tootsie,Comedy,7.4,96041,"$21,000,000.00","$177,200,000.00",1982
USA,The A-Team,Action,6.7,243142,"$110,000,000.00","$177,238,796.00",2010
USA,The Descendants,Comedy,7.3,230101,"$20,000,000.00","$177,243,185.00",2011
USA,The Haunting,Fantasy,5,70086,"$80,000,000.00","$177,311,151.00",1999
USA,The Butler,Biography,7.2,106839,"$30,000,000.00","$177,313,795.00",2013
USA,The 40 Year Old Virgin,Comedy,7.1,387842,"$26,000,000.00","$177,378,645.00",2005
China,Ying xiong,Action,7.9,172037,"$31,000,000.00","$177,395,557.00",2002
USA,AVP: Alien vs. Predator,Action,5.6,181945,"$60,000,000.00","$177,427,090.00",2004
USA,How to Lose a Guy in 10 Days,Comedy,6.4,205336,"$50,000,000.00","$177,502,387.00",2003
USA,Paranormal Activity 2,Horror,5.6,97205,"$3,000,000.00","$177,512,032.00",2010
USA,War Horse,Action,7.2,144320,"$66,000,000.00","$177,584,879.00",2011
USA,Double Jeopardy,Crime,6.5,72485,"$70,000,000.00","$177,841,558.00",1999
UK,Baywatch,Action,5.5,156266,"$69,000,000.00","$177,856,751.00",2017
USA,Flubber,Comedy,5.3,83052,"$80,000,000.00","$177,977,226.00",1997
USA,Patriot Games,Action,6.9,100936,"$45,000,000.00","$178,051,587.00",1992
USA,Brokeback Mountain,Drama,7.7,317082,"$14,000,000.00","$178,062,759.00",2005
USA,Dante's Peak,Action,5.9,79800,"$116,000,000.00","$178,127,760.00",1997
USA,Scary Movie 4,Comedy,5.1,112056,"$45,000,000.00","$178,262,620.00",2006
UK,Flushed Away,Animation,6.6,110469,"$149,000,000.00","$178,281,554.00",2006
USA,Along Came Polly,Comedy,6,124480,"$42,000,000.00","$178,311,729.00",2004
USA,Eagle Eye,Action,6.6,173902,"$80,000,000.00","$178,767,383.00",2008
Germany,He's Just Not That Into You,Comedy,6.4,159672,"$40,000,000.00","$178,866,158.00",2009
USA,City Slickers,Comedy,6.8,47309,"$27,000,000.00","$179,033,791.00",1991
USA,Daredevil,Action,5.3,204269,"$78,000,000.00","$179,179,718.00",2003
USA,Allegiant,Action,5.7,105498,"$110,000,000.00","$179,246,868.00",2016
USA,The League of Extraordinary Gentlemen,Action,5.8,164344,"$78,000,000.00","$179,265,204.00",2003
USA,The Dictator,Comedy,6.4,268038,"$65,000,000.00","$179,379,533.00",2012
USA,Dangerous Minds,Biography,6.5,47606,"$23,000,000.00","$179,519,401.00",1995
China,Abominable,Animation,7,25813,"$75,000,000.00","$179,990,300.00",2019
Australia,Hacksaw Ridge,Biography,8.1,418336,"$40,000,000.00","$180,450,918.00",2016
USA,Deja Vu,Action,7,288673,"$75,000,000.00","$180,557,550.00",2006
USA,Daddy's Home 2,Comedy,6,59328,"$69,000,000.00","$180,613,180.00",2017
USA,Sweet Home Alabama,Comedy,6.2,100636,"$30,000,000.00","$180,622,424.00",2002
USA,The Scorpion King,Action,5.5,128674,"$60,000,000.00","$180,630,907.00",2002
USA,Kill Bill: Vol. 1,Action,8.1,977296,"$30,000,000.00","$180,899,045.00",2003
USA,Road to Perdition,Crime,7.7,242441,"$80,000,000.00","$181,001,478.00",2002
USA,Hot Shots!,Action,6.8,97436,"$26,000,000.00","$181,096,164.00",1991
USA,Scooby-Doo 2: Monsters Unleashed,Adventure,5.1,48206,"$80,000,000.00","$181,216,833.00",2004
USA,The First Wives Club,Comedy,6.4,42281,"$26,000,000.00","$181,489,203.00",1996
USA,Poseidon,Action,5.7,96734,"$160,000,000.00","$181,674,817.00",2006
USA,The Bridges of Madison County,Drama,7.6,71194,"$24,000,000.00","$182,016,617.00",1995
USA,While You Were Sleeping,Comedy,6.7,89629,"$17,000,000.00","$182,057,016.00",1995
China,Xi you ji: Da nao tian gong,Action,4.9,4606,"$100,000,000.00","$182,206,924.00",2014
USA,The Haunted Mansion,Comedy,5,41032,"$90,000,000.00","$182,290,266.00",2003
USA,Cape Fear,Crime,7.3,168724,"$35,000,000.00","$182,291,969.00",1991
France,The Man in the Iron Mask,Action,6.5,154083,"$35,000,000.00","$182,968,902.00",1998
USA,Mirror Mirror,Adventure,5.6,82866,"$85,000,000.00","$183,018,522.00",2012
USA,Maverick,Action,7,99869,"$75,000,000.00","$183,031,272.00",1994
USA,Wayne's World,Comedy,7,141353,"$20,000,000.00","$183,097,323.00",1992
USA,Paul Blart: Mall Cop,Action,5.2,101068,"$26,000,000.00","$183,348,429.00",2009
USA,Storks,Animation,6.8,54796,"$70,000,000.00","$183,388,953.00",2016
Japan,Stand by Me Doraemon,Animation,7.4,5458,"$35,000,000.00","$183,442,714.00",2014
USA,102 Dalmatians,Adventure,4.9,34086,"$85,000,000.00","$183,611,771.00",2000
USA,Knowing,Action,6.2,217720,"$50,000,000.00","$183,658,498.00",2009
USA,Jupiter Ascending,Action,5.3,175935,"$176,000,000.00","$183,887,723.00",2015
USA,Bad Moms,Comedy,6.2,111046,"$20,000,000.00","$183,936,074.00",2016
USA,Hop,Animation,5.4,30778,"$63,000,000.00","$183,953,723.00",2011
USA,Snow White and the Seven Dwarfs,Animation,7.6,177157,"$1,499,000.00","$184,925,486.00",1937
Australia,Moulin Rouge!,Drama,7.6,262869,"$50,000,000.00","$184,935,030.00",2001
USA,The Birdcage,Comedy,7.1,78136,"$31,000,000.00","$185,260,553.00",1996
USA,Watchmen,Action,7.6,491133,"$130,000,000.00","$185,382,813.00",2009
USA,Pitch Perfect 3,Comedy,5.8,54010,"$45,000,000.00","$185,400,345.00",2017
UK,Hugo,Drama,7.5,299666,"$150,000,000.00","$185,770,160.00",2011
USA,The Waterboy,Comedy,6.1,145886,"$23,000,000.00","$185,991,646.00",1998
USA,Inside Man,Crime,7.6,331649,"$45,000,000.00","$186,003,591.00",2006
USA,Atlantis: The Lost Empire,Animation,6.9,101439,"$120,000,000.00","$186,053,725.00",2001
USA,The Final Destination,Horror,5.2,95087,"$40,000,000.00","$186,167,139.00",2009
USA,The Jungle Book 2,Animation,5.4,14739,"$20,000,000.00","$186,303,759.00",2003
China,Jian bing xia,Comedy,5.6,1040,"$12,880,000.00","$186,699,768.00",2015
USA,Walk the Line,Biography,7.8,229549,"$28,000,000.00","$186,797,986.00",2005
USA,The Horse Whisperer,Drama,6.6,38447,"$60,000,000.00","$186,883,563.00",1998
USA,I Now Pronounce You Chuck & Larry,Comedy,5.9,139443,"$85,000,000.00","$187,134,117.00",2007
USA,The Grudge,Horror,5.9,137206,"$10,000,000.00","$187,281,115.00",2004
USA,Mr. Popper's Penguins,Comedy,6,86091,"$55,000,000.00","$187,361,754.00",2011
USA,Heat,Crime,8.2,562387,"$60,000,000.00","$187,436,818.00",1995
USA,12 Years a Slave,Biography,8.1,624629,"$20,000,000.00","$187,733,202.00",2013
USA,Jaws 2,Adventure,5.8,69533,"$20,000,000.00","$187,884,007.00",1978
USA,The Secret Life of Walter Mitty,Comedy,7.3,288525,"$90,000,000.00","$188,133,322.00",2013
USA,Rambo III,Action,5.8,119641,"$63,000,000.00","$189,015,611.00",1988
USA,The X Files,Drama,7,99632,"$66,000,000.00","$189,176,423.00",1998
China,So duk 2: Tin dei duei kuet,Action,6,887,"$25,000,000.00","$189,396,380.00",2019
USA,The Santa Clause,Comedy,6.5,92289,"$22,000,000.00","$189,833,357.00",1994
USA,Outbreak,Action,6.6,117364,"$50,000,000.00","$189,859,560.00",1995
USA,Hollow Man,Action,5.8,121916,"$95,000,000.00","$190,213,455.00",2000
USA,The Equalizer 2,Action,6.7,125883,"$62,000,000.00","$190,400,157.00",2018
USA,Cheaper by the Dozen,Comedy,5.9,92277,"$40,000,000.00","$190,538,630.00",2003
USA,The Longest Yard,Comedy,6.4,159468,"$82,000,000.00","$191,466,556.00",2005
USA,The Addams Family,Comedy,6.9,127364,"$30,000,000.00","$191,502,426.00",1991
Denmark,The Lego Movie 2: The Second Part,Animation,6.6,51436,"$99,000,000.00","$192,306,508.00",2019
USA,The Equalizer,Action,7.2,325508,"$55,000,000.00","$192,330,738.00",2014
USA,The Post,Drama,7.2,130017,"$50,000,000.00","$192,938,646.00",2017
Japan,Tenki no ko,Animation,7.6,16277,"$11,100,000.00","$193,176,979.00",2019
USA,Paranormal Activity,Horror,6.3,217252,"$15,000.00","$193,355,800.00",2007
China,Xi you ji zhi: Sun Wukong san da Baigu Jing,Action,5.9,2778,"$68,005,000.00","$193,678,298.00",2016
USA,Gangs of New York,Crime,7.5,396984,"$100,000,000.00","$193,772,504.00",2002
USA,The Sum of All Fears,Action,6.4,101506,"$68,000,000.00","$193,921,372.00",2002
UK,Gnomeo & Juliet,Animation,5.9,51582,"$36,000,000.00","$193,967,670.00",2011
UK,The Curse of the Were-Rabbit,Animation,7.4,123120,"$30,000,000.00","$194,111,171.00",2005
UK,Downton Abbey,Drama,7.4,35846,"$13,000,000.00","$194,294,327.00",2019
USA,The Intern,Comedy,7.1,213024,"$35,000,000.00","$194,564,672.00",2015
UK,Rocketman,Biography,7.3,124399,"$40,000,000.00","$195,179,299.00",2019
USA,The BFG,Adventure,6.4,75533,"$140,000,000.00","$195,243,411.00",2016
USA,The Pelican Brief,Crime,6.6,75308,"$45,000,000.00","$195,268,056.00",1993
USA,The Shape of Water,Adventure,7.3,357610,"$19,400,000.00","$195,333,312.00",2017
USA,Tropic Thunder,Action,7,371908,"$92,000,000.00","$195,702,811.00",2008
USA,Anger Management,Comedy,6.3,200456,"$75,000,000.00","$195,745,823.00",2003
USA,The Vow,Drama,6.8,181401,"$30,000,000.00","$196,114,570.00",2012
USA,Beowulf,Animation,6.2,159693,"$150,000,000.00","$196,393,745.00",2007
USA,Stargate,Action,7.1,172526,"$55,000,000.00","$196,567,262.00",1994
USA,The Other Woman,Comedy,6,129001,"$40,000,000.00","$196,710,396.00",2014
USA,Panic Room,Crime,6.8,253016,"$48,000,000.00","$197,079,546.00",2002
USA,Spy Kids 3: Game Over,Action,4.3,53750,"$38,000,000.00","$197,101,678.00",2003
USA,Smurfs: The Lost Village,Animation,6,17800,"$60,000,000.00","$197,183,546.00",2017
UK,Jack the Giant Slayer,Adventure,6.2,129795,"$195,000,000.00","$197,687,603.00",2013
UK,Christopher Robin,Comedy,7.3,65938,"$75,000,000.00","$197,744,377.00",2018
Spain,Lo imposible,Drama,7.6,192273,"$45,000,000.00","$198,087,212.00",2012
USA,Total Recall,Action,6.3,237318,"$125,000,000.00","$198,467,168.00",2012
USA,50 First Dates,Comedy,6.8,320588,"$75,000,000.00","$198,520,934.00",2004
Canada,The Pacifier,Action,5.6,86211,"$56,000,000.00","$198,636,868.00",2005
USA,City of Angels,Drama,6.7,111922,"$55,000,000.00","$198,685,114.00",1998
USA,RED,Action,7,284340,"$58,000,000.00","$199,006,387.00",2010
USA,Two Weeks Notice,Comedy,6.1,104922,"$60,000,000.00","$199,043,242.00",2002
USA,Percy Jackson: Sea of Monsters,Adventure,5.8,108432,"$90,000,000.00","$199,850,315.00",2013
USA,The Hunt for Red October,Action,7.6,175033,"$30,000,000.00","$200,512,643.00",1990
USA,Cats & Dogs,Action,5.1,55612,"$60,000,000.00","$200,687,492.00",2001
USA,Open Season,Animation,6.1,84628,"$85,000,000.00","$200,811,689.00",2006
USA,Valkyrie,Drama,7.1,224844,"$75,000,000.00","$201,545,517.00",2008
USA,21 Jump Street,Action,7.2,502220,"$42,000,000.00","$201,585,328.00",2012
USA,Straight Outta Compton,Biography,7.8,176177,"$28,000,000.00","$201,634,991.00",2015
USA,Birds of Prey: And the Fantabulous Emancipation of One Harley Quinn,Action,6.1,137373,"$84,500,000.00","$201,858,461.00",2020
USA,Kindergarten Cop,Action,6.1,133443,"$15,000,000.00","$201,957,688.00",1990
USA,Teenage Mutant Ninja Turtles,Action,6.8,83820,"$13,500,000.00","$201,965,915.00",1990
USA,Patch Adams,Biography,6.8,102479,"$90,000,000.00","$202,292,902.00",1998
Canada,The Addams Family,Animation,5.8,23558,"$24,000,000.00","$203,044,905.00",2019
USA,Garfield,Animation,5,77678,"$50,000,000.00","$203,172,417.00",2004
Japan,Gake no ue no Ponyo,Animation,7.7,120185,"$34,000,000.00","$203,204,882.00",2008
USA,Need for Speed,Action,6.4,161017,"$66,000,000.00","$203,277,636.00",2014
USA,Arrival,Drama,7.9,575657,"$47,000,000.00","$203,388,186.00",2016
USA,Vanilla Sky,Fantasy,6.9,244825,"$68,000,000.00","$203,388,341.00",2001
UK,Everest,Action,7.1,192978,"$55,000,000.00","$203,427,584.00",2015
USA,Yogi Bear,Animation,4.6,20027,"$80,000,000.00","$203,509,374.00",2010
USA,Hairspray,Comedy,6.6,118172,"$75,000,000.00","$203,552,922.00",2007
USA,King Arthur,Action,6.3,157683,"$120,000,000.00","$203,567,857.00",2004
USA,You Don't Mess with the Zohan,Comedy,5.5,187831,"$90,000,000.00","$204,313,400.00",2008
USA,Eat Pray Love,Biography,5.8,86198,"$60,000,000.00","$204,594,016.00",2010
USA,Fun with Dick and Jane,Comedy,6.2,132575,"$100,000,000.00","$204,681,899.00",2005
USA,White House Down,Action,6.4,203010,"$150,000,000.00","$205,366,737.00",2013
France,JFK,Drama,8,138655,"$40,000,000.00","$205,405,498.00",1991
USA,The Break-Up,Comedy,5.8,123285,"$52,000,000.00","$205,668,210.00",2006
USA,A Dog's Purpose,Adventure,7.2,63485,"$22,000,000.00","$205,736,628.00",2017
UK,London Has Fallen,Action,5.9,141509,"$60,000,000.00","$205,754,447.00",2016
USA,The Holiday,Comedy,6.9,237300,"$85,000,000.00","$205,841,885.00",2006
Germany,Sleepy Hollow,Fantasy,7.3,323190,"$100,000,000.00","$206,071,502.00",1999
USA,Philadelphia,Drama,7.7,219688,"$26,000,000.00","$206,678,440.00",1993
USA,Paranormal Activity 3,Horror,5.8,88995,"$5,000,000.00","$207,039,844.00",2011
USA,Traffic,Crime,7.6,193193,"$48,000,000.00","$207,515,725.00",2000
USA,S.W.A.T.,Action,6,136189,"$80,000,000.00","$207,725,639.00",2003
South Africa,Safe House,Action,6.7,202221,"$85,000,000.00","$208,076,205.00",2012
UK,Me Before You,Drama,7.4,200097,"$20,000,000.00","$208,314,186.00",2016
USA,Tomorrowland,Action,6.4,169586,"$190,000,000.00","$209,035,668.00",2015
Germany,Red Dragon,Crime,7.2,246522,"$78,000,000.00","$209,196,298.00",2002
USA,Horrible Bosses,Comedy,6.9,416024,"$35,000,000.00","$209,838,559.00",2011
Spain,The Others,Horror,7.6,330588,"$17,000,000.00","$209,947,037.00",2001
UK,Moonraker,Action,6.3,88721,"$34,000,000.00","$210,308,099.00",1979
USA,The Jungle Book,Animation,7.6,162375,"$4,000,000.00","$210,310,084.00",1967
South Africa,District 9,Action,7.9,630278,"$30,000,000.00","$210,888,950.00",2009
Germany,A Series of Unfortunate Events,Adventure,6.8,193135,"$140,000,000.00","$211,468,235.00",2004
USA,Master and Commander: The Far Side of the World,Action,7.4,198459,"$150,000,000.00","$211,622,535.00",2003
USA,Due Date,Comedy,6.5,318791,"$65,000,000.00","$211,780,824.00",2010
UK,Australia,Adventure,6.6,117975,"$130,000,000.00","$211,787,511.00",2008
USA,Battle Los Angeles,Action,5.7,172606,"$70,000,000.00","$211,819,354.00",2011
USA,Fury,Action,7.6,415279,"$68,000,000.00","$211,822,697.00",2014
USA,Bridget Jones's Baby,Comedy,6.5,66417,"$35,000,000.00","$211,952,420.00",2016
USA,End of Days,Action,5.8,104266,"$100,000,000.00","$211,989,043.00",1999
USA,Ace Ventura: When Nature Calls,Adventure,6.4,199031,"$30,000,000.00","$212,385,533.00",1995
USA,Entrapment,Action,6.3,105339,"$66,000,000.00","$212,404,396.00",1999
USA,Miss Congeniality,Action,6.2,183055,"$45,000,000.00","$212,742,720.00",2000
